1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;;;
ID;;Section;;Sub-Section;;Smart Usecase Range Values;;;;;ZONE 1 (USA);ZONE 1 (USA);ZONE 1 (USA);ZONE 2;ZONE 2;ZONE 2;ZONE 3;ZONE 3;ZONE 3;ZONE 4;ZONE 4;ZONE 4;ZONE 5;ZONE 5;ZONE 5;ZONE 6;ZONE 6;ZONE 6;ZONE 7;ZONE 7;ZONE 7;ZONE 8;ZONE 8;ZONE 8;ZONE 9;ZONE 9;ZONE 9;ZONE 10;ZONE 10;ZONE 10;;;
#;Item ID;ID;Name;ID;Name;ASU Range Min;ASU Range Max;Base;EPU;M/O;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;Deployment Min;Deployment Max;Paas;;Name;Name
379;TVI-4.2.1-Item #13;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;601;650;7;13;Medium;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;NA#;NA#;$125 832;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
380;TVI-4.2.1-Item #14;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;651;700;7;14;Medium;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;NA#;NA#;$128 186;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
381;TVI-4.2.1-Item #15;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;701;750;8;15;Medium;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;NA#;NA#;$138 030;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
382;TVI-4.2.1-Item #16;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;751;800;8;16;Medium;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;NA#;NA#;$140 384;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
383;TVI-4.2.1-Item #17;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;801;850;9;17;Medium;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;NA#;NA#;$150 228;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
384;TVI-4.2.1-Item #18;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;851;900;9;18;Medium;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;NA#;NA#;$152 582;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
385;TVI-4.2.1-Item #19;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;901;950;10;19;Medium;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;NA#;NA#;$162 426;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
386;TVI-4.2.1-Item #20;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;951;1000;10;20;Medium;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;NA#;NA#;$164 780;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
387;TVI-4.2.1-Item #21;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1001;1050;11;21;Medium;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;NA#;NA#;$174 624;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
388;TVI-4.2.1-Item #22;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1051;1100;11;22;Medium;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;NA#;NA#;$176 978;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
389;TVI-4.2.1-Item #23;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1101;1150;12;23;Large;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;NA#;NA#;$197 522;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
390;TVI-4.2.1-Item #24;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1151;1200;12;24;Large;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;NA#;NA#;$199 876;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
391;TVI-4.2.1-Item #25;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1201;1250;13;25;Large;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;NA#;NA#;$209 720;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
392;TVI-4.2.1-Item #26;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1251;1300;13;26;Large;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;NA#;NA#;$212 074;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
393;TVI-4.2.1-Item #27;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1301;1350;14;27;Large;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;NA#;NA#;$221 918;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
394;TVI-4.2.1-Item #28;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1351;1400;14;28;Large;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;NA#;NA#;$224 272;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
395;TVI-4.2.1-Item #29;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1401;1450;15;29;Large;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;NA#;NA#;$234 116;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
396;TVI-4.2.1-Item #30;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1451;1500;15;30;Large;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;NA#;NA#;$236 470;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
397;TVI-4.2.1-Item #31;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1501;1550;16;31;Large;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;NA#;NA#;$246 314;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
398;TVI-4.2.1-Item #32;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1551;1600;16;32;Large;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;NA#;NA#;$248 668;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
399;TVI-4.2.1-Item #33;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1601;1650;17;33;Large;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;NA#;NA#;$258 512;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
400;TVI-4.2.1-Item #34;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1651;1700;17;34;Large;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;NA#;NA#;$260 866;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
401;TVI-4.2.1-Item #35;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1701;1750;18;35;Large;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;NA#;NA#;$270 710;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
402;TVI-4.2.1-Item #36;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1751;1800;18;36;Large;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;NA#;NA#;$273 064;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
403;TVI-4.2.1-Item #37;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1801;1850;19;37;Large;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;NA#;NA#;$282 908;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
404;TVI-4.2.1-Item #38;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1851;1900;19;38;Large;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;NA#;NA#;$285 262;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
405;TVI-4.2.1-Item #39;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1901;1950;20;39;Large;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;NA#;NA#;$295 106;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
406;TVI-4.2.1-Item #40;4.;TVI - NTT;4.1; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS ;1951;2000;20;40;Large;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;NA#;NA#;$297 460;;TVI - NTT; Traffic – Vehicle of Interest  - NTT Accelerate SMART - PaaS 
407;HCTS-4.2.1-Item #1;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1;48;1;2;-;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;$175 500;$226 530;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
408;HCTS-4.2.1-Item #2;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;49;75;1;2;Small;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;$247 930;$276 280;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
409;HCTS-4.2.1-Item #3;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;76;150;1;3;Small;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;$287 620;$367 000;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
410;HCTS-4.2.1-Item #4;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;151;225;1;5;Small;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;$395 350;$474 730;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
411;HCTS-4.2.1-Item #5;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;226;300;1;6;Small;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;$486 070;$565 450;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
412;HCTS-4.2.1-Item #6;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;301;375;2;8;Small;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;$593 800;$673 180;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
413;HCTS-4.2.1-Item #7;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;376;399;2;9;Small;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;$684 520;$712 870;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
414;HCTS-4.2.1-Item #8;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;400;450;2;9;Medium;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;$755 670;$806 700;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
415;HCTS-4.2.1-Item #9;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;451;525;2;11;Medium;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;$835 050;$914 430;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
416;HCTS-4.2.1-Item #10;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;526;600;2;12;Medium;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;$925 770;$1 005 150;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
417;HCTS-4.2.1-Item #11;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;601;675;3;14;Medium;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;$1 033 500;$1 112 880;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
418;HCTS-4.2.1-Item #12;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;676;750;3;15;Medium;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;$1 124 220;$1 203 600;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
419;HCTS-4.2.1-Item #13;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;751;825;3;17;Medium;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;$1 231 950;$1 311 330;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
420;HCTS-4.2.1-Item #14;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;826;900;3;18;Medium;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;$1 322 670;$1 402 050;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
421;HCTS-4.2.1-Item #15;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;901;975;4;20;Medium;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;$1 430 400;$1 509 780;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
422;HCTS-4.2.1-Item #16;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;976;1050;4;21;Medium;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;$1 521 120;$1 600 500;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
423;HCTS-4.2.1-Item #17;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1051;1098;4;23;Medium;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;$1 628 850;$1 679 880;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
424;HCTS-4.2.1-Item #18;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1099;1125;4;23;Large;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;$1 722 680;$1 751 030;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
425;HCTS-4.2.1-Item #19;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1126;1200;4;24;Large;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;$1 762 370;$1 841 750;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
426;HCTS-4.2.1-Item #20;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1201;1275;5;26;Large;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;$1 870 100;$1 949 480;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
427;HCTS-4.2.1-Item #21;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1276;1350;5;27;Large;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;$1 960 820;$2 040 200;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
428;HCTS-4.2.1-Item #22;4.;HCTS - NTT;4.1;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up;1351;1425;5;29;Large;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;$2 068 550;$2 147 930;NA#;;HCTS - NTT;Health Check – Thermal Scan - NTT Accelerate SMART - Deployment & set-up
